(('100220388', 'jewish anecdotes from prague', 'eng'), 1)
(('44443053', 'don quijote', 'ger'), 1)
(('44443053', 'well at morning', 'eng'), 1)
(('44443053', 'correspondance', 'fre'), 1)
(('44552314', 'skarede kaciatko', 'slo'), 1)
(('44552314', 'osklive kacatko', 'eng'), 1)
(('44552314', 'shichigatsu kara junigatsu no maki', 'jpn'), 1)
(('44552314', 'ichigatsu kara rokugatsu no maki', 'jpn'), 1)
(('44689786', 'wer bedroht wen', 'ger'), 2)
(('44689786', 'who threatens who', 'eng'), 2)
(('44689786', 'sumrak doktrin sily', 'slo'), 2)
(('44689786', 'osobnosti historie sveta', 'slo'), 1)
(('44689786', 'quem e ameacado por quem', 'por'), 1)
(('44689786', 'quien amenaza a guien', 'spa'), 1)
(('44689786', 'chi e minacciato da chi', 'ita'), 1)
(('44689786', 'qui menace et qui est menace', 'fre'), 1)
(('44689786', 'smrt hrabete puckler', 'ger'), 1)
(('44689786', 'zahranicna politika cssr', 'und'), 1)
(('44689786', 'junacke pjesme  uredili dr i broz i dr s bosanac knj 2 uredio s bosanacjunacke pjesme muhamedovske knj 3 4 uredio l marjanovicsv 5 uskocke i hajducke pjesme uredio n andricsv 6 historijske krajiske i uskocke pjesme uredio n andric', 'eng'), 1)
(('44689786', 'oblici jezika staroga slovenskoga peto izd', 'hrv'), 1)
(('44689786', 'uvolnovanie ci konfrontacia', 'slo'), 1)
(('44689786', 'junacke pjesme  uredili dr i broz i dr s bosanac knj 2 uredio s bosanacjunacke pjesme muhamedovske knj 3 4 uredio l marjanovicsv 5 uskocke i hajducke pjesme uredio n andricsv 6 historijske krajiske i uskocke pjesme uredio n andric', 'und'), 1)
(('44689786', 'zahranicna politika cssr prispevok k boju za socialismus mire a uvolnovanie', 'slo'), 1)
(('44715459', 'pesni v namordnike', 'rus'), 1)
(('44715459', 'magneticka alej', 'und'), 1)
(('44715459', 'silokrivky', 'und'), 1)
(('45112529', 'tristan oder von der liebe', 'ger'), 4)
(('45112529', 'manner gehen im dunkeln', 'ger'), 2)
(('45112529', 'land unter dem aquator oder die vollstandige und ausfuhrliche beschreibung einer reise nach java und bali unternommen im jahre des herrn 1955', 'ger'), 1)
(('45112529', 'land unter dem aquator', 'ger'), 1)
(('45112529', 'stary dom', 'pol'), 1)
(('45112529', 'boitsy idut nochami', 'rus'), 1)
(('45112529', 'nad nami rassvet', 'rus'), 1)
(('45112529', 'malenkie dramy', 'rus'), 1)
(('45112529', 'land unter dem aquator oder die vollstandige und ausfuhrliche beschreibung einer reise nach java und bali unternommen im jahre des herrn 1955 zusammen mit der schilderung aller vorfalle wie auch mit der beschreibung von leben brauchen trachten und sitten der bevolkerung dieses landes ihres glaubens aberglaubens ihrer tanze ihrer musik ihres theaters und ihrer malerei sowie auch mit einer beschreibung von nahrung pflanzen tierreich und wetter und mit den verschiedensten beobachtungen auf dem meere der erde und in der luft', 'ger'), 1)
(('45112529', 'analyse des elektronischen verhaltens von korngrenzen in halbleitern mit licht und elektronenstrahlrasterverfahren', 'ger'), 1)
(('45112529', 'the jenghiz khan miniatures from the court of akbar the great', 'eng'), 1)
(('45112529', 'der brandstifter', 'ger'), 1)
(('45112529', 'physiological and physical optics in keplers and grimaldis work', 'eng'), 1)
(('45112529', 'praga bohemiae metropolis', 'eng'), 1)
(('45488087', 'leredita delle dee', 'ita'), 2)
(('45488087', 'dumnezeitele din moravia', 'und'), 1)
(('45555886', 'kapitan tosek straca humor', 'slo'), 2)
(('45555886', 'wie klicky verlorenging und si', 'ger'), 1)
(('45627265', 'the exchange', 'eng'), 3)
(('45627265', 'exchange of clowns', 'eng'), 3)
(('45627265', 'new york leti v 9 rano', 'eng'), 1)
(('45627265', 'kilenckor indul a new yorki gep', 'hun'), 1)
(('45627265', 'kilenckor indul a new yorki gep new york leti v 9 rano regeny ford kopasz csilla', 'hun'), 1)
(('46408744', 'privatsache', 'ger'), 2)
(('46650071', 'z ostatnich etapow zycia', 'pol'), 3)
(('46650071', 'z prazskych katakomb', 'eng'), 1)
(('46650071', 'zahadne pribehy a vzpominky', 'eng'), 1)
(('46650071', 'rina roman etc illustrated', 'eng'), 1)
(('46650071', 'nase jubilejni vystava napsal a usporadal rj kronbauer etc', 'eng'), 1)
(('46772698', 'ein denkwurdiger tag in kukus', 'ger'), 4)
(('46772698', 'moji pratele', 'und'), 1)
(('46772698', 'jmeno jezis', 'rus'), 1)
(('46772698', 'miriam', 'eng'), 1)
(('46772698', 'rosnicka', 'rus'), 1)
(('46772698', 'tanec smrti', 'eng'), 1)
(('46772698', 'tepna', 'und'), 1)
(('46772698', 'umeni', 'eng'), 1)
(('46772698', 'vtec', 'eng'), 1)
(('46772698', 'slovo k otcenasi frantiska bilka  vydani druhe', 'eng'), 1)
(('46772698', 'gesang der vogel', 'ger'), 1)
(('46772698', 'jmeno jezis etc', 'eng'), 1)
(('46772698', 'solitudo', 'und'), 1)
(('46772698', 'sokolska citanka drevoryty od vaclava zivce', 'eng'), 1)
(('46772698', 'solitudo', 'ger'), 1)
(('46772698', 'slepeje', 'slo'), 1)
(('46772698', 'slepeje edited and mostly written by j deml with plates including portraits and reproductions sv 118 2022 2426', 'eng'), 1)
(('46772698', 'v zabajkali ze zapisku nezameho', 'und'), 1)
(('46772698', 'pilger des tages und der nacht', 'ger'), 1)
(('46774067', 'heine', 'ger'), 4)
(('46774067', 'das problem der errinerung und deren bedeutung fur die poesie', 'ger'), 1)
(('46774080', 'heitere streifzuge durch prager lokale', 'ger'), 2)
(('46774080', 'prager kuriositaten', 'ger'), 2)
(('46774080', 'vilem mrstik', 'rus'), 1)
(('46774080', 'jaroslav kratochvil', 'und'), 1)
(('46774080', 'ceska literatura v evropskem kontextu', 'rus'), 1)
(('46774080', 'pribehy pod mikroskopem prozy bohumila hrabala josefa skvoreckeho milana kundery ivana vyskocila ladislava fukse jaroslava putika analyznji premysl blazicek radko pytlik milan blahynka vladimir karfik ales haman and jiri opelik redigoval r pytlik with a bibliography', 'eng'), 1)
(('46774080', 'eska literatura v evropskem kontextu', 'rus'), 1)
(('46774080', 'jaroslav hasek with plates including portraits', 'eng'), 1)
(('46774385', 'kalandozasok ot vilagreszben', 'hun'), 2)
(('46774385', 'dom marije magdalene', 'srp'), 1)
(('46774385', 'briefe an den bruder paul und an die mutter', 'ger'), 1)
(('46774385', 'razzia auf der spree', 'ger'), 1)
(('46774385', 'briefe an jarmila', 'ger'), 1)
(('46780209', 'den forsynte dode', 'swe'), 2)
(('46780209', 'eftermiddag med ensam flicka', 'swe'), 2)
(('46780209', 'die tote im foyer', 'ger'), 2)
(('46780209', 'vagg i vagg', 'swe'), 1)
(('46780209', 'den begavade skomakarens dod', 'swe'), 1)
(('46780209', 'der einsame tote mann', 'ger'), 1)
(('46780209', 'der tod des talentierten schusters', 'ger'), 1)
(('46780209', 'insinguratul', 'rum'), 1)
(('46780209', 'das unruhmliche ende des ritters bartholomaus', 'ger'), 1)
(('46780209', 'az arulo jel', 'hun'), 1)
(('46780209', 'az arulo jel znameni lyry bunugyi regeny ford kortvelyessy klara', 'hun'), 1)
(('46780209', 'smrt taletovaneho sevce', 'und'), 1)
(('46828690', 'pikolka je v kulne', 'ger'), 1)
(('46897170', 'die gedichte von rainer maria rilke', 'ger'), 2)
(('46897170', 'heilige svati saints', 'eng'), 1)
(('46933309', 'the garden', 'eng'), 1)
(('46933309', 'a', 'ita'), 1)
(('46978142', 'the magic flute', 'eng'), 1)
(('46978142', 'la flute enchantee', 'fre'), 1)
(('46978142', 'die zauberflote', 'ger'), 1)
(('46978142', 'strado  et varius', 'fre'), 1)
(('47175362', 'za slova tise nahledni', 'und'), 1)
(('47175362', 'kzzi na buben', 'und'), 1)
(('47255955', 'pravo na stesti roman', 'eng'), 1)
(('47255955', 'teils tschech vybrane spisy heleny malirove', 'und'), 1)
(('47255955', 'novy rok 19111936', 'eng'), 1)
(('47255955', 'zeny a deti rozmarne pribehy z jejich zivota', 'eng'), 1)
(('47551883', 'die netze', 'ger'), 2)
(('47551883', 'salve', 'cze'), 1)
(('47551883', 'karel frauknecht', 'ger'), 1)
(('47551883', 'unzeit in den uhren', 'ger'), 1)
(('47551883', 'den kopf voll safran', 'ger'), 1)
(('47553268', 'puppets and fairy tales', 'eng'), 5)
(('47553268', 'herr korbes', 'ger'), 4)
(('47553268', 'le lac des cygnes', 'fre'), 3)
(('47553268', 'schwanensee', 'ger'), 2)
(('47553268', 'het zwanenmeer', 'dut'), 2)
(('47553268', 'they got the better of mr fetter', 'eng'), 2)
(('47553268', 'puppets and fairy tales published at the occasion of the universal and international exhibition in brussels 1958 english translation edited by charles caslavsky with illustrations', 'eng'), 2)
(('47553268', 'prikazki zad zavesata', 'bul'), 1)
(('47553268', 'puppet and fairy tales', 'eng'), 1)
(('47553268', 'el lago de los cisnes', 'spa'), 1)
(('47553268', 'hakuco no mizuumi', 'jpn'), 1)
(('47553268', 'dejiny srdce 19461956 vybor basni', 'eng'), 1)
(('47553268', 'jezdci v topolech', 'eng'), 1)
(('47553268', 'na konci tisicileti', 'eng'), 1)
(('47553268', 'sladkost horkosti', 'slo'), 1)
(('47553268', 'milenka modr', 'eng'), 1)
(('47553268', 'pisen lasky', 'eng'), 1)
(('47553268', 'melodie der grunen welt', 'ger'), 1)
(('47553268', 'kleine tiere grosse tiere', 'ger'), 1)
(('47553268', 'contes et marionettes', 'fre'), 1)
(('47553268', 'zavrat navratu 1vyd', 'und'), 1)
(('47553268', 'swan lake', 'eng'), 1)
(('47553268', 'jidas zradce spravedlivych drama etc', 'eng'), 1)
(('47553268', 'pohadky ze stareho kocaru ilustroval jan karpas', 'eng'), 1)
(('47553268', 'puppets and fairy tales postface by jiri trnka from matej kopecky to jiri trnka by erik kolar', 'eng'), 1)
(('47560290', 'novellen', 'ger'), 5)
(('47560290', 'dagmar', 'ger'), 3)
(('47560290', 'izbrannoe', 'rus'), 3)
(('47560290', 'die adamiten', 'ger'), 3)
(('47560290', 'doplnek prosy', 'slo'), 3)
(('47560290', 'klucze piotrowe', 'pol'), 2)
(('47560290', 'izlet gospoda broucka v xv stoletje', 'slv'), 2)
(('47560290', 'im schatten der linde', 'ger'), 2)
(('47560290', 'kniha novel', 'eng'), 2)
(('47560290', 'monsieur bruzek', 'fre'), 1)
(('47560290', 'predi sluntse da izgree', 'bul'), 1)
(('47560290', 'himmelschlussel', 'ger'), 1)
(('47560290', 'iumoristicheskie rasskazy', 'rus'), 1)
(('47560290', 'aus tschechischer prosa', 'ger'), 1)
(('47560290', 'hanuman', 'eng'), 1)
(('47560290', 'lesetinsky kovar', 'eng'), 1)
(('47560290', 've stinu lipy', 'eng'), 1)
(('47560290', 'novellen', 'eng'), 1)
(('47560290', 'the bequest odkaz and joli', 'eng'), 1)
(('47560290', 'novellen von svatopluk cech', 'ger'), 1)
(('47560290', 'jumoristiceskie rasskazy', 'rus'), 1)
(('47560290', 'two mock epics', 'eng'), 1)
(('47560290', 'vaclav z michalovic', 'rus'), 1)
(('47560290', 'lesetinsky kovar', 'rus'), 1)
(('47560290', 've stinu lipy', 'rus'), 1)
(('47560290', 'petrklice', 'rus'), 1)
(('47560290', 'sotek bachorka versem', 'rus'), 1)
(('47560290', 'hanuman', 'rus'), 1)
(('47560290', 'novy epochalni vylet pana broucka tentokrat do patnacteho stoleti', 'rus'), 1)
(('47571204', 'endstation', 'ger'), 2)
(('47571204', 'at hodi kamenem', 'eng'), 2)
(('47571204', 'ak ma opustis', 'slo'), 1)
(('47571204', 'khai kynut v mene kamenem', 'ukr'), 1)
(('47571204', 'bronzova spirala', 'eng'), 1)
(('47571204', 'de ma vei parasi', 'rum'), 1)
(('47571204', 'vzpoura na panteru ilustrace nakreslil jan brychta', 'eng'), 1)
(('47571204', 'die bronzespirale', 'ger'), 1)
(('47571204', 'hatkor az astoriaban', 'hun'), 1)
(('47603170', 'hon kallades leni', 'swe'), 2)
(('47603170', 'volali ma leni', 'slo'), 1)
(('47603170', 'de kaldte mig leni', 'dan'), 1)
(('47603170', 'ja mesto mokroves', 'pol'), 1)
(('47825424', 'mistr jan hus  vydani ctvrte', 'eng'), 1)
(('47825424', 'karafiats neuer bote aus mahren und schlesien', 'ger'), 1)
(('47825424', 'pameti spisovatele broucku ie jan karafiat 6 casti', 'eng'), 1)
(('47825424', 'svetulcici', 'bul'), 1)
(('47825424', 'bruncki', 'rus'), 1)
(('47829441', 'gypsy hearts', 'eng'), 1)
(('47829441', 'shooting elvis', 'eng'), 1)
(('47831771', 'winterbergs letzte reise', 'ger'), 6)
(('47831771', 'vom ende des punks in helsinki', 'ger'), 3)
(('47831771', 'der besuch von herrn horvath', 'ger'), 2)
(('47831771', 'jaroslav rudis', 'spa'), 1)
(('47831771', 'bily potok', 'eng'), 1)
(('47831771', 'reise in die eigene geschichte', 'ger'), 1)
(('48248046', 'jan kulich', 'slo'), 2)
(('48248046', 'my visual poetry', 'eng'), 2)
(('48248046', 'video dim art', 'eng'), 2)
(('48248046', 'my conceptual art double concept', 'eng'), 2)
(('48248046', 'body art and performances', 'eng'), 2)
(('48248046', 'video poetry', 'eng'), 2)
(('48248046', 'karikatura bojujici antologie soucasne politicke karikatury a kresby 19451962 with illustrations', 'eng'), 1)
(('48248046', 'karikatura bojuici', 'und'), 1)
(('48248046', 'mystical reflections', 'eng'), 1)
(('48248046', 'esteticke hodnoty sklenenych plastik jiriho suhajka', 'hrv'), 1)
(('48248046', 'technicke vytvarnictvo a jeho estetika', 'slo'), 1)
(('48248046', 'jan kulich', 'ger'), 1)
(('48248046', 'estetika prumyslove prace resume esthetics of industrial work with plates', 'eng'), 1)
(('48248046', 'exoaesthetics  published on the occasion of the 25th anniversary of the founding of exoaesthetics', 'eng'), 1)
(('48502353', 'aldebaran', 'cze'), 1)
(('485149', 'und die indianer ziehen zum rio negro', 'ger'), 9)
(('485149', 'hajsza a dzsungelben', 'hun'), 1)
(('485149', 'kdo zabil pilota ilustrace pavel brom', 'eng'), 1)
(('485149', 'a halal osvenyen', 'hun'), 1)
(('485149', 'a halal osvenyen stezkou smrti regeny ford mayer judit ill petr foltera', 'hun'), 1)
(('4870437', 'le macchine entrano nelle navi', 'ita'), 2)
(('4870437', 'mieszkalne niepokoje', 'pol'), 1)
(('4870437', 'meseci in druge pesmi', 'slv'), 1)
(('4870437', 'nuzni smjestaj', 'hrv'), 1)
(('49071972', 'je nezvestny', 'slo'), 1)
(('49071972', 'je nezvestny', 'sla'), 1)
(('49229907', 'la crise du sens', 'fre'), 4)
(('49229907', 'comte masaryk husserl', 'fre'), 2)
(('49229907', 'mi a cseh', 'hun'), 1)
(('49250791', 'the courage of the rainbow', 'eng'), 3)
(('49250791', 'and drink we will from delectable wells', 'eng'), 2)
(('49250791', 'az sam tvojata sadba', 'bul'), 1)
(('49250791', 'transformations', 'eng'), 1)
(('49250791', 'a feminists semiotic odyssey through czech literature', 'eng'), 1)
(('49250791', 'czech poets and writers reminisce and envision', 'eng'), 1)
(('49250791', 'jista nepritomnost', 'und'), 1)
(('4935783', 'maszyna do robienia piekla', 'pol'), 1)
(('4935783', 'natrhnes nehtem hlavy jejich', 'slo'), 1)
(('49443545', 'den rosa damen', 'swe'), 1)
(('49479767', 'from the interior', 'eng'), 1)
(('49479767', 'petr borkovec', 'spa'), 1)
(('49479767', 'tara interioara', 'rum'), 1)
(('49479767', 'nadelbuch', 'ger'), 1)
(('49479767', 'lido di dante', 'ger'), 1)
(('49479767', 'funfter november und andere tage', 'ger'), 1)
(('49479767', 'aus dem binnenland', 'ger'), 1)
(('49479767', 'amselfassade', 'ger'), 1)
(('49638770', 'vydrzite az do finise', 'gre'), 1)
(('49638770', 'ohen', 'ger'), 1)
(('49638770', 'der mensch beschreibt sich selbst', 'ger'), 1)
(('49638770', 'pan posleda pritel studaku puvodni ilustrace vlastimil rada', 'eng'), 1)
(('4996208', 'vachalova rocenka na rok 1927', 'eng'), 1)
(('4996208', 'videni sedmera dndegu a planet', 'und'), 1)
(('4996208', 'malir na fronte', 'sla'), 1)
(('4996208', 'erotikove', 'eng'), 1)
(('50033731', 'preuzitkarji', 'slv'), 2)
(('50033731', 'zaton', 'slv'), 2)
(('50033731', 'fader og son', 'dan'), 1)
(('50033731', 'zapadnuti vlastenci', 'slo'), 1)
(('50033731', 'cesticka k domovu', 'slo'), 1)
(('50033731', 'zapadli vlastenci', 'eng'), 1)
(('50033731', 'raisovy spisy', 'und'), 1)
(('50033731', 'z domova', 'eng'), 1)
(('50047352', 'les plus beaux contes du monde', 'fre'), 3)
(('50047352', 'marchen fur die rose', 'ger'), 2)
(('50047352', 'around the world fairy tales', 'eng'), 1)
(('50047352', 'ostliche der sonne  westlich vom mond', 'ger'), 1)
(('50047352', 'en saga for varje dag', 'swe'), 1)
(('50047352', 'fairy tales from the garden', 'eng'), 1)
(('50047352', '366 contes de loreiller', 'fre'), 1)
(('50047352', '366 godnateventyr', 'dan'), 1)
(('50274860', 'an der wegscheide', 'ger'), 7)
(('50274860', 'on the crossroad', 'eng'), 3)
(('50274860', 'on the cross  road', 'eng'), 1)
(('50274860', 'modche a rezi a jine pribehy usporadal k vydani pripravil uvodem a poznamkami opatril josef rumler ilustracemi vyzdobil jiri winter', 'eng'), 1)
(('50274860', 'modche a rezi vybor usporadal doslov napsal cestmir vasak', 'eng'), 1)
(('50274860', 'der wegscheide classic reprint', 'ger'), 1)
(('50396720', 'tales from the chronicle of dalimil', 'eng'), 3)
(('50396720', 'el cielo checo', 'spa'), 2)
(('50396720', 'il paradiso ceco', 'ita'), 1)
(('50396720', 'la face cachee de prague', 'fre'), 1)
(('50396720', 'le ciel tcheque', 'fre'), 1)
(('50396720', 'czeskie niebo', 'pol'), 1)
(('50396720', 'czech heaven', 'eng'), 1)
(('50396720', 'cesskije nebesa', 'rus'), 1)
(('50396720', 'der bohmische himmel', 'ger'), 1)
(('50396720', '22 czech legends', 'eng'), 1)
(('50396720', 'the prague lion hunt', 'eng'), 1)
(('50749113', 'blogoslawiony', 'pol'), 2)
(('50749113', 'un ami', 'fre'), 1)
(('50749113', 'mariage tzigane', 'fre'), 1)
(('50749113', 'die schwarzen jaeger', 'ger'), 1)
(('50749113', 'suflet de copil', 'rum'), 1)
(('50749113', 'der aufmerksame liebhaber', 'ger'), 1)
(('50749113', 'crni lovci', 'hrv'), 1)
(('5084664', 'the fourth day to eternity and other stories', 'eng'), 1)
(('5084664', 'horrifying delights', 'ger'), 1)
(('51030624', 'die deutschtschechische frage in den filmversionen der literarischen werke vladimir korners', 'ger'), 1)
(('51289148', 'stojim na cervenou', 'eng'), 1)
(('5133978', 'koning lekkerbek', 'dut'), 1)
(('51661848', 'anstandige leute', 'ger'), 9)
(('51661848', 'prague', 'fre'), 2)
(('51661848', 'basic love', 'eng'), 2)
(('51661848', 'anstaendige leute', 'ger'), 1)
(('51661848', 'tezka voda illustrated by jirina klimentievova', 'eng'), 1)
(('51661848', 'moni und ihre freunde', 'ger'), 1)
(('51661848', 'prag', 'ger'), 1)
(('51814223', 'ultra', 'slv'), 3)
(('51814223', 'blaznica v prvem nadstropji', 'slv'), 1)
(('51814223', 'blazinec na 1 poschodi', 'slo'), 1)
(('51816056', 'istoriia slavianskikh literatur', 'rus'), 2)
(('51816056', 'loretanska meditace', 'rus'), 1)
(('51816056', 'sexus necans  kniha pohanska', 'lat'), 1)
(('51816056', 'zlovestna madona', 'hrv'), 1)
(('51817132', 'mannen pa isflaket', 'swe'), 4)
(('51817132', 'beromte robinsonader', 'dan'), 3)
(('51817132', 'zeven weken op een ijsschots', 'dut'), 2)
(('51817132', 'la nord de zambezi', 'rum'), 2)
(('51817132', 'brodolomci na ledeni plosci', 'slv'), 1)
(('51817132', 'a scavengerterv', 'hun'), 1)
(('51817132', 'stroskotanci polarneho mora', 'slo'), 1)
(('51817132', 'il naufragio della spedizione nobile', 'ita'), 1)
(('51817132', 'actiunea l', 'rum'), 1)
(('51817132', 'a rjukani szurdok', 'hun'), 1)
(('51817132', 'die zehn von der alexander', 'ger'), 1)
(('51817132', 'meuterei auf der bounty und andere abenteuer zur see', 'ger'), 1)
(('51817132', 'schiffbruch im luftmeer', 'ger'), 1)
(('51817132', 'the effect of nuclear installations on the environment', 'eng'), 1)
(('51817132', 'perdidos en los hielos polares la verdad sobre la tragica expedicion nobile', 'spa'), 1)
(('51843356', 'ziyajuluka', 'nde'), 2)
(('51843356', 'modern art of zimbabwe', 'eng'), 1)
(('51843356', 'layag', 'tgl'), 1)
